0,157.48,1
1,160.02,2
2,162.56,9
3,165.1,62
4,167.64,118
5,170.18,403
6,172.72,530
7,175.26,1188
8,177.8,1489
9,180.34,1388
10,182.88,1954
11,185.42,1278
12,187.96,1305
13,190.5,652
14,193.04,470
15,195.58,129
16,198.12,60
17,200.66,9
18,203.2,12
19,208.28,1
